09:00:19.500,35=D;11=LIT-196;54=1;38=2400;44=99.0;100=L;,35=D;11=DRK-196;54=1;38=700;44=99.1;100=D;
09:00:19.600,35=D;11=LIT-197;54=2;38=1700;44=99.2;100=L;,35=D;11=DRK-197;54=2;38=1400;44=99.2;100=D;
09:00:19.700,35=D;11=LIT-198;54=1;38=1500;44=98.8;100=L;,35=D;11=DRK-198;54=1;38=500;44=99.0;100=D;
09:00:19.800,35=D;11=LIT-199;54=2;38=2100;44=98.9;100=L;,35=D;11=DRK-199;54=2;38=800;44=98.9;100=D;
09:00:19.900,35=D;11=LIT-200;54=1;38=1500;44=99.1;100=L;,35=D;11=DRK-200;54=1;38=1200;44=99.3;100=D;
09:00:20.000,35=D;11=LIT-201;54=2;38=2400;44=98.9;100=L;,35=D;11=DRK-201;54=2;38=400;44=98.9;100=D;
09:00:20.100,35=D;11=LIT-202;54=1;38=2800;44=99.2;100=L;,35=D;11=DRK-202;54=1;38=600;44=99.1;100=D;
09:00:20.200,35=D;11=LIT-203;54=2;38=2200;44=99.0;100=L;,35=D;11=DRK-203;54=2;38=1000;44=99.1;100=D;
09:00:20.300,35=D;11=LIT-204;54=1;38=1900;44=99.3;100=L;,35=D;11=DRK-204;54=1;38=100;44=99.2;100=D;
09:00:20.400,35=D;11=LIT-205;54=2;38=300;44=99.0;100=L;,35=D;11=DRK-205;54=2;38=200;44=99.2;100=D;
09:00:20.500,35=D;11=LIT-206;54=1;38=2100;44=99.4;100=L;,35=D;11=DRK-206;54=1;38=1000;44=99.2;100=D;
09:00:20.600,35=D;11=LIT-207;54=2;38=400;44=99.4;100=L;,35=D;11=DRK-207;54=2;38=1300;44=99.5;100=D;
09:00:20.700,35=D;11=LIT-208;54=1;38=600;44=99.5;100=L;,35=D;11=DRK-208;54=1;38=1500;44=99.5;100=D;
09:00:20.800,35=D;11=LIT-209;54=2;38=2500;44=99.5;100=L;,35=D;11=DRK-209;54=2;38=800;44=99.4;100=D;
09:00:20.900,35=D;11=LIT-210;54=1;38=500;44=99.7;100=L;,35=D;11=DRK-210;54=1;38=1500;44=99.7;100=D;
09:00:21.000,35=D;11=LIT-211;54=2;38=1700;44=99.5;100=L;,35=D;11=DRK-211;54=2;38=1500;44=99.3;100=D;
09:00:21.100,35=D;11=LIT-212;54=1;38=400;44=99.3;100=L;,35=D;11=DRK-212;54=1;38=600;44=99.3;100=D;
09:00:21.200,35=D;11=LIT-213;54=2;38=300;44=99.4;100=L;,35=D;11=DRK-213;54=2;38=400;44=99.3;100=D;
09:00:21.300,35=D;11=LIT-214;54=1;38=1300;44=99.2;100=L;,35=D;11=DRK-214;54=1;38=400;44=99.2;100=D;
09:00:21.400,35=D;11=LIT-215;54=2;38=2100;44=99.2;100=L;,35=D;11=DRK-215;54=2;38=1500;44=99.3;100=D;
09:00:21.500,35=D;11=LIT-216;54=1;38=1300;44=99.1;100=L;,35=D;11=DRK-216;54=1;38=500;44=99.0;100=D;,35=D;11=SOR-03;54=1;38=10000;44=100;100=SOR;
09:00:21.600,35=D;11=LIT-217;54=2;38=2900;44=99.2;100=L;,35=D;11=DRK-217;54=2;38=600;44=99.2;100=D;
09:00:21.700,35=D;11=LIT-218;54=1;38=2400;44=99.3;100=L;,35=D;11=DRK-218;54=1;38=800;44=99.2;100=D;
09:00:21.800,35=D;11=LIT-219;54=2;38=1400;44=99.0;100=L;,35=D;11=DRK-219;54=2;38=800;44=99.1;100=D;
09:00:21.900,35=D;11=LIT-220;54=1;38=2200;44=99.1;100=L;,35=D;11=DRK-220;54=1;38=600;44=99.3;100=D;
09:00:22.000,35=D;11=LIT-221;54=2;38=2200;44=99.3;100=L;,35=D;11=DRK-221;54=2;38=700;44=99.1;100=D;
09:00:22.100,35=D;11=LIT-222;54=1;38=3000;44=99.3;100=L;,35=D;11=DRK-222;54=1;38=1400;44=99.4;100=D;
09:00:22.200,35=D;11=LIT-223;54=2;38=400;44=99.3;100=L;,35=D;11=DRK-223;54=2;38=500;44=99.1;100=D;
09:00:22.300,35=D;11=LIT-224;54=1;38=1800;44=99.0;100=L;,35=D;11=DRK-224;54=1;38=500;44=99.0;100=D;
09:00:22.400,35=D;11=LIT-225;54=2;38=2400;44=98.9;100=L;,35=D;11=DRK-225;54=2;38=800;44=99.0;100=D;
09:00:22.500,35=D;11=LIT-226;54=1;38=2300;44=98.7;100=L;,35=D;11=DRK-226;54=1;38=600;44=98.9;100=D;
09:00:22.600,35=D;11=LIT-227;54=2;38=1900;44=98.8;100=L;,35=D;11=DRK-227;54=2;38=1500;44=98.8;100=D;
09:00:22.700,35=D;11=LIT-228;54=1;38=1300;44=99.2;100=L;,35=D;11=DRK-228;54=1;38=800;44=99.2;100=D;
09:00:22.800,35=D;11=LIT-229;54=2;38=1600;44=99.2;100=L;,35=D;11=DRK-229;54=2;38=1400;44=99.0;100=D;
09:00:22.900,35=D;11=LIT-230;54=1;38=200;44=98.9;100=L;,35=D;11=DRK-230;54=1;38=1200;44=98.9;100=D;
09:00:23.000,35=D;11=LIT-231;54=2;38=700;44=99.1;100=L;,35=D;11=DRK-231;54=2;38=1500;44=99.0;100=D;
09:00:23.100,35=D;11=LIT-232;54=1;38=2000;44=99.3;100=L;,35=D;11=DRK-232;54=1;38=1500;44=99.2;100=D;
09:00:23.200,35=D;11=LIT-233;54=2;38=2900;44=99.1;100=L;,35=D;11=DRK-233;54=2;38=500;44=99.3;100=D;
09:00:23.300,35=D;11=LIT-234;54=1;38=1800;44=99.3;100=L;,35=D;11=DRK-234;54=1;38=700;44=99.1;100=D;
09:00:23.400,35=D;11=LIT-235;54=2;38=2200;44=98.9;100=L;,35=D;11=DRK-235;54=2;38=1000;44=99.0;100=D;
09:00:23.500,35=D;11=LIT-236;54=1;38=200;44=99.0;100=L;,35=D;11=DRK-236;54=1;38=1100;44=99.1;100=D;
09:00:23.600,35=D;11=LIT-237;54=2;38=500;44=98.9;100=L;,35=D;11=DRK-237;54=2;38=1200;44=98.8;100=D;
09:00:23.700,35=D;11=LIT-238;54=1;38=1100;44=98.7;100=L;,35=D;11=DRK-238;54=1;38=600;44=98.7;100=D;
09:00:23.800,35=D;11=LIT-239;54=2;38=1200;44=98.7;100=L;,35=D;11=DRK-239;54=2;38=200;44=98.7;100=D;
09:00:23.900,35=D;11=LIT-240;54=1;38=1000;44=98.7;100=L;,35=D;11=DRK-240;54=1;38=1000;44=98.8;100=D;
09:00:24.000,35=D;11=LIT-241;54=2;38=600;44=98.9;100=L;,35=D;11=DRK-241;54=2;38=500;44=98.7;100=D;
09:00:24.100,35=D;11=LIT-242;54=1;38=1100;44=99.0;100=L;,35=D;11=DRK-242;54=1;38=800;44=98.9;100=D;
09:00:24.200,35=D;11=LIT-243;54=2;38=300;44=99.0;100=L;,35=D;11=DRK-243;54=2;38=1400;44=99.0;100=D;
09:00:24.300,35=D;11=LIT-244;54=1;38=1200;44=98.9;100=L;,35=D;11=DRK-244;54=1;38=1500;44=98.8;100=D;
09:00:24.400,35=D;11=LIT-245;54=2;38=1400;44=98.8;100=L;,35=D;11=DRK-245;54=2;38=1400;44=98.9;100=D;
09:00:24.500,35=D;11=LIT-246;54=1;38=600;44=98.8;100=L;,35=D;11=DRK-246;54=1;38=400;44=98.9;100=D;
09:00:24.600,35=D;11=LIT-247;54=2;38=1800;44=98.8;100=L;,35=D;11=DRK-247;54=2;38=400;44=98.8;100=D;
09:00:24.700,35=D;11=LIT-248;54=1;38=2600;44=98.7;100=L;,35=D;11=DRK-248;54=1;38=1500;44=98.8;100=D;
09:00:24.800,35=D;11=LIT-249;54=2;38=1200;44=98.7;100=L;,35=D;11=DRK-249;54=2;38=1300;44=98.8;100=D;
09:00:24.900,35=D;11=LIT-250;54=1;38=1000;44=98.7;100=L;,35=D;11=DRK-250;54=1;38=1300;44=98.7;100=D;
09:00:25.000,35=D;11=LIT-251;54=2;38=400;44=98.7;100=L;,35=D;11=DRK-251;54=2;38=1500;44=98.7;100=D;
09:00:25.100,35=D;11=LIT-252;54=1;38=1800;44=98.6;100=L;,35=D;11=DRK-252;54=1;38=1200;44=98.7;100=D;
09:00:25.200,35=D;11=LIT-253;54=2;38=2900;44=98.6;100=L;,35=D;11=DRK-253;54=2;38=1300;44=98.5;100=D;
09:00:25.300,35=D;11=LIT-254;54=1;38=1500;44=98.7;100=L;,35=D;11=DRK-254;54=1;38=500;44=98.7;100=D;
09:00:25.400,35=D;11=LIT-255;54=2;38=2200;44=98.9;100=L;,35=D;11=DRK-255;54=2;38=300;44=99.0;100=D;
09:00:25.500,35=D;11=LIT-256;54=1;38=1500;44=98.8;100=L;,35=D;11=DRK-256;54=1;38=300;44=98.8;100=D;
09:00:25.600,35=D;11=LIT-257;54=2;38=2300;44=98.9;100=L;,35=D;11=DRK-257;54=2;38=200;44=98.8;100=D;
09:00:25.700,35=D;11=LIT-258;54=1;38=1700;44=98.7;100=L;,35=D;11=DRK-258;54=1;38=1500;44=98.6;100=D;
09:00:25.800,35=D;11=LIT-259;54=2;38=2800;44=98.5;100=L;,35=D;11=DRK-259;54=2;38=200;44=98.6;100=D;
09:00:25.900,35=D;11=LIT-260;54=1;38=2500;44=98.5;100=L;,35=D;11=DRK-260;54=1;38=800;44=98.5;100=D;
09:00:26.000,35=D;11=LIT-261;54=2;38=2500;44=98.7;100=L;,35=D;11=DRK-261;54=2;38=300;44=98.5;100=D;
09:00:26.100,35=D;11=LIT-262;54=1;38=900;44=98.6;100=L;,35=D;11=DRK-262;54=1;38=1100;44=98.6;100=D;
09:00:26.200,35=D;11=LIT-263;54=2;38=2900;44=98.5;100=L;,35=D;11=DRK-263;54=2;38=700;44=98.5;100=D;
09:00:26.300,35=D;11=LIT-264;54=1;38=1900;44=98.5;100=L;,35=D;11=DRK-264;54=1;38=400;44=98.6;100=D;
09:00:26.400,35=D;11=LIT-265;54=2;38=3000;44=98.7;100=L;,35=D;11=DRK-265;54=2;38=1300;44=98.8;100=D;
09:00:26.500,35=D;11=LIT-266;54=1;38=1300;44=98.4;100=L;,35=D;11=DRK-266;54=1;38=400;44=98.4;100=D;
09:00:26.600,35=D;11=LIT-267;54=2;38=2000;44=98.6;100=L;,35=D;11=DRK-267;54=2;38=700;44=98.5;100=D;
09:00:26.700,35=D;11=LIT-268;54=1;38=1100;44=98.5;100=L;,35=D;11=DRK-268;54=1;38=1500;44=98.4;100=D;
09:00:26.800,35=D;11=LIT-269;54=2;38=1500;44=98.4;100=L;,35=D;11=DRK-269;54=2;38=1200;44=98.5;100=D;
09:00:26.900,35=D;11=LIT-270;54=1;38=2900;44=98.3;100=L;,35=D;11=DRK-270;54=1;38=800;44=98.1;100=D;
09:00:27.000,35=D;11=LIT-271;54=2;38=2300;44=98.0;100=L;,35=D;11=DRK-271;54=2;38=1200;44=98.0;100=D;
09:00:27.100,35=D;11=LIT-272;54=1;38=700;44=98.3;100=L;,35=D;11=DRK-272;54=1;38=1500;44=98.3;100=D;
09:00:27.200,35=D;11=LIT-273;54=2;38=3000;44=98.0;100=L;,35=D;11=DRK-273;54=2;38=500;44=98.2;100=D;
09:00:27.300,35=D;11=LIT-274;54=1;38=1400;44=97.9;100=L;,35=D;11=DRK-274;54=1;38=100;44=97.8;100=D;
09:00:27.400,35=D;11=LIT-275;54=2;38=500;44=97.8;100=L;,35=D;11=DRK-275;54=2;38=200;44=97.8;100=D;
09:00:27.500,35=D;11=LIT-276;54=1;38=2300;44=97.6;100=L;,35=D;11=DRK-276;54=1;38=100;44=97.7;100=D;
09:00:27.600,35=D;11=LIT-277;54=2;38=1600;44=97.5;100=L;,35=D;11=DRK-277;54=2;38=1400;44=97.6;100=D;
09:00:27.700,35=D;11=LIT-278;54=1;38=2500;44=97.7;100=L;,35=D;11=DRK-278;54=1;38=500;44=97.9;100=D;
09:00:27.800,35=D;11=LIT-279;54=2;38=1700;44=97.8;100=L;,35=D;11=DRK-279;54=2;38=600;44=98.0;100=D;
09:00:27.900,35=D;11=LIT-280;54=1;38=3000;44=97.6;100=L;,35=D;11=DRK-280;54=1;38=1200;44=97.7;100=D;
09:00:28.000,35=D;11=LIT-281;54=2;38=1800;44=97.4;100=L;,35=D;11=DRK-281;54=2;38=600;44=97.6;100=D;
09:00:28.100,35=D;11=LIT-282;54=1;38=2200;44=97.3;100=L;,35=D;11=DRK-282;54=1;38=1000;44=97.5;100=D;
09:00:28.200,35=D;11=LIT-283;54=2;38=2900;44=97.3;100=L;,35=D;11=DRK-283;54=2;38=1500;44=97.3;100=D;
09:00:28.300,35=D;11=LIT-284;54=1;38=400;44=96.9;100=L;,35=D;11=DRK-284;54=1;38=100;44=97.1;100=D;
09:00:28.400,35=D;11=LIT-285;54=2;38=1500;44=96.9;100=L;,35=D;11=DRK-285;54=2;38=500;44=97.1;100=D;
09:00:28.500,35=D;11=LIT-286;54=1;38=2600;44=96.9;100=L;,35=D;11=DRK-286;54=1;38=1200;44=97.1;100=D;
09:00:28.600,35=D;11=LIT-287;54=2;38=1100;44=96.8;100=L;,35=D;11=DRK-287;54=2;38=1500;44=96.9;100=D;
09:00:28.700,35=D;11=LIT-288;54=1;38=1300;44=97.0;100=L;,35=D;11=DRK-288;54=1;38=500;44=96.9;100=D;
09:00:28.800,35=D;11=LIT-289;54=2;38=500;44=96.9;100=L;,35=D;11=DRK-289;54=2;38=800;44=97.0;100=D;
09:00:28.900,35=D;11=LIT-290;54=1;38=1900;44=97.2;100=L;,35=D;11=DRK-290;54=1;38=1300;44=97.2;100=D;
09:00:29.000,35=D;11=LIT-291;54=2;38=900;44=97.0;100=L;,35=D;11=DRK-291;54=2;38=800;44=97.0;100=D;
09:00:29.100,35=D;11=LIT-292;54=1;38=400;44=96.9;100=L;,35=D;11=DRK-292;54=1;38=900;44=96.9;100=D;
09:00:29.200,35=D;11=LIT-293;54=2;38=1900;44=96.9;100=L;,35=D;11=DRK-293;54=2;38=1200;44=96.9;100=D;
09:00:29.300,35=D;11=LIT-294;54=1;38=800;44=96.6;100=L;,35=D;11=DRK-294;54=1;38=100;44=96.5;100=D;
09:00:29.400,35=D;11=LIT-295;54=2;38=500;44=96.5;100=L;,35=D;11=DRK-295;54=2;38=1500;44=96.5;100=D;
09:00:29.500,35=D;11=LIT-296;54=1;38=2500;44=96.4;100=L;,35=D;11=DRK-296;54=1;38=1000;44=96.2;100=D;
09:00:29.600,35=D;11=LIT-297;54=2;38=2100;44=96.4;100=L;,35=D;11=DRK-297;54=2;38=1500;44=96.5;100=D;
09:00:29.700,35=D;11=LIT-298;54=1;38=300;44=96.2;100=L;,35=D;11=DRK-298;54=1;38=1500;44=96.2;100=D;
09:00:29.800,35=D;11=LIT-299;54=2;38=2400;44=96.2;100=L;,35=D;11=DRK-299;54=2;38=600;44=96.1;100=D;
09:00:29.900,35=D;11=LIT-300;54=1;38=2400;44=96.0;100=L;,35=D;11=DRK-300;54=1;38=800;44=96.2;100=D;
09:00:30.000,35=D;11=LIT-301;54=2;38=2700;44=96.2;100=L;,35=D;11=DRK-301;54=2;38=500;44=96.2;100=D;
09:00:30.100,35=D;11=LIT-302;54=1;38=2800;44=96.3;100=L;,35=D;11=DRK-302;54=1;38=1400;44=96.2;100=D;
09:00:30.200,35=D;11=LIT-303;54=2;38=2600;44=96.1;100=L;,35=D;11=DRK-303;54=2;38=400;44=96.0;100=D;
09:00:30.300,35=D;11=LIT-304;54=1;38=700;44=96.0;100=L;,35=D;11=DRK-304;54=1;38=100;44=96.2;100=D;
09:00:30.400,35=D;11=LIT-305;54=2;38=1300;44=96.3;100=L;,35=D;11=DRK-305;54=2;38=800;44=96.4;100=D;
09:00:30.500,35=D;11=LIT-306;54=1;38=2500;44=96.4;100=L;,35=D;11=DRK-306;54=1;38=800;44=96.3;100=D;
09:00:30.600,35=D;11=LIT-307;54=2;38=1100;44=96.2;100=L;,35=D;11=DRK-307;54=2;38=500;44=96.2;100=D;
09:00:30.700,35=D;11=LIT-308;54=1;38=2700;44=96.2;100=L;,35=D;11=DRK-308;54=1;38=1400;44=96.2;100=D;
09:00:30.800,35=D;11=LIT-309;54=2;38=2100;44=96.1;100=L;,35=D;11=DRK-309;54=2;38=400;44=95.9;100=D;
09:00:30.900,35=D;11=LIT-310;54=1;38=600;44=95.7;100=L;,35=D;11=DRK-310;54=1;38=600;44=95.9;100=D;
09:00:31.000,35=D;11=LIT-311;54=2;38=1700;44=95.7;100=L;,35=D;11=DRK-311;54=2;38=500;44=95.8;100=D;
09:00:31.100,35=D;11=LIT-312;54=1;38=1800;44=95.6;100=L;,35=D;11=DRK-312;54=1;38=600;44=95.6;100=D;
09:00:31.200,35=D;11=LIT-313;54=2;38=500;44=95.6;100=L;,35=D;11=DRK-313;54=2;38=800;44=95.7;100=D;
09:00:31.300,35=D;11=LIT-314;54=1;38=1800;44=95.8;100=L;,35=D;11=DRK-314;54=1;38=1400;44=95.7;100=D;
09:00:31.400,35=D;11=LIT-315;54=2;38=1900;44=95.4;100=L;,35=D;11=DRK-315;54=2;38=900;44=95.5;100=D;
09:00:31.500,35=D;11=LIT-316;54=1;38=1200;44=95.4;100=L;,35=D;11=DRK-316;54=1;38=700;44=95.3;100=D;
09:00:31.600,35=D;11=LIT-317;54=2;38=900;44=95.2;100=L;,35=D;11=DRK-317;54=2;38=400;44=95.3;100=D;
09:00:31.700,35=D;11=LIT-318;54=1;38=1500;44=95.3;100=L;,35=D;11=DRK-318;54=1;38=1400;44=95.3;100=D;
09:00:31.800,35=D;11=LIT-319;54=2;38=2100;44=95.2;100=L;,35=D;11=DRK-319;54=2;38=700;44=95.2;100=D;
09:00:31.900,35=D;11=LIT-320;54=1;38=2000;44=95.5;100=L;,35=D;11=DRK-320;54=1;38=400;44=95.5;100=D;
09:00:32.000,35=D;11=LIT-321;54=2;38=2000;44=95.5;100=L;,35=D;11=DRK-321;54=2;38=1300;44=95.4;100=D;
09:00:32.100,35=D;11=LIT-322;54=1;38=1600;44=95.5;100=L;,35=D;11=DRK-322;54=1;38=500;44=95.5;100=D;
09:00:32.200,35=D;11=LIT-323;54=2;38=1500;44=95.3;100=L;,35=D;11=DRK-323;54=2;38=900;44=95.3;100=D;
09:00:32.300,35=D;11=LIT-324;54=1;38=2200;44=95.3;100=L;,35=D;11=DRK-324;54=1;38=1500;44=95.4;100=D;
09:00:32.400,35=D;11=LIT-325;54=2;38=2900;44=95.4;100=L;,35=D;11=DRK-325;54=2;38=900;44=95.6;100=D;
09:00:32.500,35=D;11=LIT-326;54=1;38=1900;44=95.6;100=L;,35=D;11=DRK-326;54=1;38=300;44=95.5;100=D;
09:00:32.600,35=D;11=LIT-327;54=2;38=700;44=95.7;100=L;,35=D;11=DRK-327;54=2;38=700;44=95.8;100=D;
09:00:32.700,35=D;11=LIT-328;54=1;38=2200;44=95.8;100=L;,35=D;11=DRK-328;54=1;38=1200;44=95.6;100=D;
09:00:32.800,35=D;11=LIT-329;54=2;38=1400;44=95.9;100=L;,35=D;11=DRK-329;54=2;38=800;44=95.8;100=D;
09:00:32.900,35=D;11=LIT-330;54=1;38=1400;44=95.9;100=L;,35=D;11=DRK-330;54=1;38=100;44=95.8;100=D;
09:00:33.000,35=D;11=LIT-331;54=2;38=1000;44=95.6;100=L;,35=D;11=DRK-331;54=2;38=1000;44=95.7;100=D;
09:00:33.100,35=D;11=LIT-332;54=1;38=300;44=95.7;100=L;,35=D;11=DRK-332;54=1;38=1100;44=95.8;100=D;
09:00:33.200,35=D;11=LIT-333;54=2;38=400;44=96.0;100=L;,35=D;11=DRK-333;54=2;38=300;44=95.9;100=D;
09:00:33.300,35=D;11=LIT-334;54=1;38=2800;44=95.7;100=L;,35=D;11=DRK-334;54=1;38=1000;44=95.8;100=D;
09:00:33.400,35=D;11=LIT-335;54=2;38=900;44=95.9;100=L;,35=D;11=DRK-335;54=2;38=1400;44=95.8;100=D;
09:00:33.500,35=D;11=LIT-336;54=1;38=2800;44=95.8;100=L;,35=D;11=DRK-336;54=1;38=1500;44=95.9;100=D;
09:00:33.600,35=D;11=LIT-337;54=2;38=700;44=95.9;100=L;,35=D;11=DRK-337;54=2;38=1300;44=95.9;100=D;
09:00:33.700,35=D;11=LIT-338;54=1;38=1500;44=95.9;100=L;,35=D;11=DRK-338;54=1;38=1500;44=96.0;100=D;
09:00:33.800,35=D;11=LIT-339;54=2;38=900;44=96.0;100=L;,35=D;11=DRK-339;54=2;38=800;44=95.8;100=D;
09:00:33.900,35=D;11=LIT-340;54=1;38=2800;44=95.7;100=L;,35=D;11=DRK-340;54=1;38=1400;44=95.8;100=D;
09:00:34.000,35=D;11=LIT-341;54=2;38=900;44=95.8;100=L;,35=D;11=DRK-341;54=2;38=900;44=95.9;100=D;
09:00:34.100,35=D;11=LIT-342;54=1;38=1100;44=96.0;100=L;,35=D;11=DRK-342;54=1;38=700;44=95.9;100=D;
09:00:34.200,35=D;11=LIT-343;54=2;38=400;44=95.9;100=L;,35=D;11=DRK-343;54=2;38=400;44=96.0;100=D;
09:00:34.300,35=D;11=LIT-344;54=1;38=1800;44=96.1;100=L;,35=D;11=DRK-344;54=1;38=1400;44=96.0;100=D;
09:00:34.400,35=D;11=LIT-345;54=2;38=1500;44=96.0;100=L;,35=D;11=DRK-345;54=2;38=400;44=95.8;100=D;
09:00:34.500,35=D;11=LIT-346;54=1;38=900;44=95.7;100=L;,35=D;11=DRK-346;54=1;38=1400;44=95.8;100=D;
09:00:34.600,35=D;11=LIT-347;54=2;38=1500;44=96.0;100=L;,35=D;11=DRK-347;54=2;38=900;44=95.9;100=D;
09:00:34.700,35=D;11=LIT-348;54=1;38=1600;44=96.0;100=L;,35=D;11=DRK-348;54=1;38=700;44=96.1;100=D;
09:00:34.800,35=D;11=LIT-349;54=2;38=1300;44=96.1;100=L;,35=D;11=DRK-349;54=2;38=1200;44=96.1;100=D;
09:00:34.900,35=D;11=LIT-350;54=1;38=2900;44=96.0;100=L;,35=D;11=DRK-350;54=1;38=500;44=96.2;100=D;
09:00:35.000,35=D;11=LIT-351;54=2;38=1600;44=96.1;100=L;,35=D;11=DRK-351;54=2;38=1300;44=96.1;100=D;
09:00:35.100,35=D;11=LIT-352;54=1;38=500;44=96.1;100=L;,35=D;11=DRK-352;54=1;38=500;44=96.3;100=D;
09:00:35.200,35=D;11=LIT-353;54=2;38=1200;44=96.1;100=L;,35=D;11=DRK-353;54=2;38=900;44=96.1;100=D;
09:00:35.300,35=D;11=LIT-354;54=1;38=1800;44=96.1;100=L;,35=D;11=DRK-354;54=1;38=700;44=96.1;100=D;
09:00:35.400,35=D;11=LIT-355;54=2;38=200;44=96.0;100=L;,35=D;11=DRK-355;54=2;38=400;44=95.9;100=D;
09:00:35.500,35=D;11=LIT-356;54=1;38=1100;44=96.0;100=L;,35=D;11=DRK-356;54=1;38=400;44=96.0;100=D;
09:00:35.600,35=D;11=LIT-357;54=2;38=1200;44=96.1;100=L;,35=D;11=DRK-357;54=2;38=200;44=96.2;100=D;
09:00:35.700,35=D;11=LIT-358;54=1;38=1700;44=96.0;100=L;,35=D;11=DRK-358;54=1;38=1000;44=96.2;100=D;
09:00:35.800,35=D;11=LIT-359;54=2;38=300;44=95.9;100=L;,35=D;11=DRK-359;54=2;38=200;44=95.9;100=D;
09:00:35.900,35=D;11=LIT-360;54=1;38=2700;44=95.9;100=L;,35=D;11=DRK-360;54=1;38=900;44=96.1;100=D;
09:00:36.000,35=D;11=LIT-361;54=2;38=500;44=96.0;100=L;,35=D;11=DRK-361;54=2;38=1000;44=96.1;100=D;
09:00:36.100,35=D;11=LIT-362;54=1;38=600;44=95.7;100=L;,35=D;11=DRK-362;54=1;38=600;44=95.7;100=D;
09:00:36.200,35=D;11=LIT-363;54=2;38=2500;44=95.7;100=L;,35=D;11=DRK-363;54=2;38=700;44=95.6;100=D;
09:00:36.300,35=D;11=LIT-364;54=1;38=300;44=95.7;100=L;,35=D;11=DRK-364;54=1;38=100;44=95.8;100=D;
09:00:36.400,35=D;11=LIT-365;54=2;38=500;44=95.6;100=L;,35=D;11=DRK-365;54=2;38=300;44=95.6;100=D;
09:00:36.500,35=D;11=LIT-366;54=1;38=300;44=95.7;100=L;,35=D;11=DRK-366;54=1;38=1100;44=95.6;100=D;
09:00:36.600,35=D;11=LIT-367;54=2;38=2000;44=95.4;100=L;,35=D;11=DRK-367;54=2;38=1500;44=95.6;100=D;
09:00:36.700,35=D;11=LIT-368;54=1;38=700;44=95.5;100=L;,35=D;11=DRK-368;54=1;38=1400;44=95.6;100=D;
09:00:36.800,35=D;11=LIT-369;54=2;38=1000;44=95.5;100=L;,35=D;11=DRK-369;54=2;38=1400;44=95.3;100=D;
09:00:36.900,35=D;11=LIT-370;54=1;38=600;44=95.5;100=L;,35=D;11=DRK-370;54=1;38=500;44=95.4;100=D;
09:00:37.000,35=D;11=LIT-371;54=2;38=2200;44=95.5;100=L;,35=D;11=DRK-371;54=2;38=1300;44=95.5;100=D;
09:00:37.100,35=D;11=LIT-372;54=1;38=700;44=95.6;100=L;,35=D;11=DRK-372;54=1;38=1500;44=95.5;100=D;
09:00:37.200,35=D;11=LIT-373;54=2;38=2100;44=95.6;100=L;,35=D;11=DRK-373;54=2;38=100;44=95.7;100=D;
09:00:37.300,35=D;11=LIT-374;54=1;38=1100;44=95.6;100=L;,35=D;11=DRK-374;54=1;38=1000;44=95.5;100=D;
09:00:37.400,35=D;11=LIT-375;54=2;38=600;44=95.7;100=L;,35=D;11=DRK-375;54=2;38=600;44=95.7;100=D;
09:00:37.500,35=D;11=LIT-376;54=1;38=900;44=95.8;100=L;,35=D;11=DRK-376;54=1;38=600;44=95.8;100=D;
09:00:37.600,35=D;11=LIT-377;54=2;38=2800;44=95.6;100=L;,35=D;11=DRK-377;54=2;38=600;44=95.7;100=D;
09:00:37.700,35=D;11=LIT-378;54=1;38=2300;44=95.7;100=L;,35=D;11=DRK-378;54=1;38=500;44=95.6;100=D;
09:00:37.800,35=D;11=LIT-379;54=2;38=1700;44=95.5;100=L;,35=D;11=DRK-379;54=2;38=100;44=95.4;100=D;
09:00:37.900,35=D;11=LIT-380;54=1;38=700;44=95.6;100=L;,35=D;11=DRK-380;54=1;38=200;44=95.6;100=D;
09:00:38.000,35=D;11=LIT-381;54=2;38=500;44=95.4;100=L;,35=D;11=DRK-381;54=2;38=700;44=95.5;100=D;
09:00:38.100,35=D;11=LIT-382;54=1;38=2700;44=95.3;100=L;,35=D;11=DRK-382;54=1;38=700;44=95.3;100=D;
09:00:38.200,35=D;11=LIT-383;54=2;38=1700;44=95.2;100=L;,35=D;11=DRK-383;54=2;38=500;44=95.2;100=D;
09:00:38.300,35=D;11=LIT-384;54=1;38=400;44=95.1;100=L;,35=D;11=DRK-384;54=1;38=300;44=95.3;100=D;
09:00:38.400,35=D;11=LIT-385;54=2;38=1200;44=95.0;100=L;,35=D;11=DRK-385;54=2;38=700;44=95.2;100=D;
09:00:38.500,35=D;11=LIT-386;54=1;38=1800;44=95.1;100=L;,35=D;11=DRK-386;54=1;38=1200;44=95.0;100=D;
09:00:38.600,35=D;11=LIT-387;54=2;38=1700;44=95.3;100=L;,35=D;11=DRK-387;54=2;38=500;44=95.3;100=D;
09:00:38.700,35=D;11=LIT-388;54=1;38=1900;44=95.5;100=L;,35=D;11=DRK-388;54=1;38=1400;44=95.5;100=D;
09:00:38.800,35=D;11=LIT-389;54=2;38=2600;44=95.5;100=L;,35=D;11=DRK-389;54=2;38=1500;44=95.3;100=D;
09:00:38.900,35=D;11=LIT-390;54=1;38=2300;44=95.4;100=L;,35=D;11=DRK-390;54=1;38=900;44=95.4;100=D;
09:00:39.000,35=D;11=LIT-391;54=2;38=2300;44=95.4;100=L;,35=D;11=DRK-391;54=2;38=200;44=95.3;100=D;
